organizacion_id;provincia_id
7706;06
7707;06
8983;06
9043;06
11492;06
11554;06
11775;06
11842;06
11883;06
11980;06
12048;06
12254;06
12475;06
12480;06
12618;06
12946;06
13388;06
13509;06
13649;06
13653;06
13757;06
14713;06
16233;06
16253;06
17184;06
17381;06
11637;06
11704;06
12314;06
12444;06
12965;06
13135;06
13725;06
14172;06
14515;06
16990;06
18383;06
3957;06
9893;06
9894;06
11910;06
18105;06
14292;06
15909;06
12194;06
11456;06
17128;06
14234;06
19039;06
13156;06
14977;06
12056;06
12303;06
12391;06
12791;06
13129;06
13259;06
13507;06
13565;06
13603;06
14084;06
14332;06
14367;06
14372;06
14612;06
48;06
4755;06
4756;06
8935;06
8936;06
11576;06
11754;06
12239;06
12787;06
13352;06
13567;06
13846;06
13927;06
14526;06
15036;06
17258;06
18145;06
19368;06
41;06
882;06
883;06
884;06
885;06
4873;06
8421;06
8484;06
11571;06
11593;06
11924;06
12327;06
12401;06
12409;06
12708;06
13229;06
13326;06
13532;06
13668;06
13837;06
14107;06
14179;06
14278;06
14419;06
14483;06
14551;06
14926;06
16647;06
18808;06
11590;06
11615;06
11889;06
12185;06
12195;06
12243;06
12389;06
13098;06
13219;06
13589;06
13695;06
14334;06
14381;06
16730;06
17386;06
17740;06
18080;06
11740;06
11788;06
11975;06
12053;06
12163;06
12215;06
12737;06
12772;06
13231;06
14286;06
14937;06
15037;06
15188;06
17257;06
17771;06
17945;06
10534;06
11694;06
11830;06
11952;06
12016;06
12077;06
12105;06
12169;06
12244;06
12271;06
12457;06
12561;06
12659;06
12718;06
12749;06
12765;06
12820;06
12942;06
13468;06
13845;06
13917;06
14049;06
14198;06
14315;06
14504;06
14572;06
14614;06
14666;06
14688;06
14716;06
14861;06
14952;06
14985;06
15088;06
16606;06
16708;06
17387;06
19064;06
19591;06
4872;06
12417;06
12432;06
13956;06
14863;06
15056;06
15000;06
1726;06
1730;06
1760;06
1831;06
2310;06
3532;06
3533;06
3733;06
4794;06
5210;06
5352;06
6857;06
7893;06
8241;06
8463;06
9489;06
10205;06
11309;06
11340;06
13237;06
16067;06
18541;06
19445;06
11916;06
14871;06
14925;06
15069;06
16607;06
11157;06
16672;06
17671;06
17813;06
16753;06
16972;06
53;06
54;06
1183;06
1767;06
1966;06
4588;06
4698;06
10314;06
12860;06
12970;06
13637;06
14355;06
15190;06
16666;06
17239;06
17240;06
18478;06
19031;06
19040;06
19069;06
19444;06
15886;06
17878;06
19122;06
18108;06
12336;06
13941;06
5530;06
9337;06
9338;06
9339;06
9340;06
9341;06
9342;06
9343;06
9345;06
10731;06
10732;06
10769;06
12546;06
12607;06
15014;06
18013;06
18782;06
18783;06
19110;06
13987;06
16371;06
15907;06
16380;06
223;06
3818;06
4690;06
4691;06
4692;06
5440;06
10029;06
10038;06
10039;06
11359;06
11401;06
13209;06
13554;06
14617;06
16286;06
16390;06
17823;06
42;06
527;06
528;06
529;06
530;06
531;06
532;06
533;06
534;06
535;06
536;06
537;06
538;06
539;06
540;06
541;06
542;06
543;06
544;06
545;06
546;06
547;06
548;06
549;06
577;06
602;06
603;06
870;06
919;06
920;06
921;06
922;06
1011;06
1012;06
1026;06
1047;06
1141;06
1142;06
1174;06
1175;06
1184;06
1201;06
1202;06
1203;06
1204;06
1211;06
1278;06
1279;06
1280;06
1313;06
1314;06
1344;06
1355;06
1423;06
1424;06
1435;06
1445;06
1454;06
1556;06
1580;06
1588;06
1589;06
1610;06
1611;06
1678;06
1800;06
1822;06
1823;06
1856;06
1878;06
1882;06
1912;06
1922;06
2334;06
3334;06
3425;06
3444;06
3461;06
3486;06
3530;06
3548;06
3557;06
3571;06
4561;06
4573;06
4574;06
4575;06
4736;06
4845;06
4869;06
4937;06
4938;06
4939;06
4964;06
4985;06
4987;06
4992;06
4995;06
5158;06
5162;06
5164;06
5184;06
5214;06
5514;06
5528;06
5651;06
5742;06
5749;06
5754;06
5799;06
5843;06
5935;06
5997;06
6016;06
6151;06
6152;06
6153;06
6155;06
6156;06
6157;06
6211;06
6255;06
6509;06
6566;06
6606;06
6860;06
7102;06
7540;06
7608;06
7747;06
7841;06
7842;06
7861;06
7862;06
8061;06
8072;06
8130;06
8132;06
8284;06
8841;06
8876;06
8877;06
8899;06
8901;06
8904;06
8905;06
8906;06
8921;06
9417;06
9568;06
9684;06
9729;06
9730;06
9957;06
9970;06
9979;06
9985;06
10087;06
10349;06
10381;06
10410;06
10429;06
10635;06
10695;06
10932;06
10933;06
10934;06
10940;06
10941;06
10942;06
10969;06
10970;06
11148;06
11174;06
12384;06
12544;06
12589;06
12870;06
13086;06
13584;06
13752;06
13778;06
13781;06
13985;06
14452;06
14461;06
15086;06
15112;06
15889;06
16180;06
16289;06
16304;06
16368;06
16561;06
16564;06
16580;06
16718;06
16803;06
17106;06
17222;06
17571;06
17840;06
18068;06
18197;06
18404;06
18524;06
19328;06
19329;06
19330;06
19354;06
19378;06
19525;06
8937;06
8950;06
82;06
400;06
1154;06
1488;06
1590;06
1844;06
1854;06
1931;06
3392;06
3437;06
3631;06
3978;06
4515;06
4516;06
4523;06
4632;06
4810;06
5076;06
5077;06
5769;06
5774;06
5775;06
10896;06
11442;06
15085;06
15409;06
15410;06
16311;06
16353;06
16363;06
17841;06
18019;06
18027;06
18816;06
19318;06
16349;06
11782;06
12099;06
12268;06
12290;06
12291;06
12494;06
12666;06
13238;06
13578;06
14456;06
14471;06
15623;06
19288;06
11573;06
13344;06
16346;06
16342;06
1824;06
3663;06
4170;06
6531;06
7868;06
7869;06
13748;06
13962;06
14125;06
14126;06
15009;06
15084;06
17261;06
18072;06
19538;06
11437;06
12555;06
13732;06
12949;06
16364;06
19425;06
16375;06
17012;06
18171;06
14513;06
16372;06
12669;06
13544;06
13684;06
14119;06
16352;06
2084;06
5317;06
8996;06
10905;06
11199;06
16199;06
16391;06
11586;06
12358;06
13643;06
13887;06
14887;06
16345;06
16635;06
17091;06
16395;06
369;06
4505;06
6593;06
9207;06
10687;06
11227;06
13689;06
14445;06
14825;06
15025;06
15890;06
17700;06
16312;06
16313;06
18674;06
16388;06
16389;06
19833;06
16354;06
12095;06
18672;06
13383;06
14984;06
16392;06
17110;06
17111;06
60;06
97;06
398;06
399;06
401;06
402;06
403;06
404;06
405;06
406;06
407;06
408;06
409;06
410;06
411;06
412;06
413;06
414;06
415;06
416;06
640;06
905;06
1000;06
1001;06
1002;06
1030;06
1046;06
1122;06
1131;06
1167;06
1241;06
1392;06
1430;06
1431;06
1457;06
1500;06
1548;06
1608;06
1639;06
1873;06
1874;06
1920;06
1936;06
2071;06
2072;06
2073;06
2320;06
3223;06
3303;06
3304;06
3404;06
3457;06
3458;06
3493;06
3494;06
3517;06
3518;06
3519;06
3546;06
3547;06
3558;06
3590;06
3730;06
3731;06
3732;06
3740;06
3748;06
3751;06
3760;06
3787;06
3788;06
3805;06
3806;06
3807;06
3808;06
3819;06
3820;06
3830;06
3956;06
3979;06
3980;06
3981;06
4020;06
4021;06
4026;06
4027;06
4041;06
4069;06
4101;06
4102;06
4524;06
4527;06
4547;06
4550;06
4551;06
4633;06
4653;06
4678;06
4732;06
4777;06
4965;06
4966;06
4977;06
5018;06
5030;06
5045;06
5047;06
5048;06
5083;06
5145;06
5231;06
5238;06
5303;06
5304;06
5305;06
5321;06
5328;06
5353;06
5389;06
5406;06
5407;06
5416;06
5439;06
5505;06
5506;06
5579;06
5620;06
5715;06
5743;06
5746;06
5750;06
5752;06
5772;06
5782;06
5818;06
5821;06
5822;06
5863;06
5866;06
5895;06
5940;06
5952;06
5995;06
5996;06
6291;06
6292;06
6432;06
6515;06
6640;06
6651;06
7107;06
7161;06
7306;06
7325;06
7353;06
7354;06
7395;06
7543;06
7649;06
7654;06
7660;06
7753;06
7999;06
8009;06
8022;06
8054;06
8164;06
8230;06
8244;06
8332;06
8334;06
8409;06
8830;06
9289;06
9424;06
9571;06
9572;06
9573;06
9574;06
9575;06
9603;06
9604;06
9643;06
9776;06
9953;06
9954;06
9968;06
10100;06
10231;06
10232;06
10354;06
10384;06
10590;06
10604;06
10624;06
10666;06
10673;06
10713;06
10715;06
10717;06
11126;06
11207;06
11407;06
11410;06
11483;06
11522;06
11617;06
11640;06
11654;06
11831;06
11949;06
11962;06
12081;06
12112;06
12193;06
12197;06
12207;06
12240;06
12362;06
12388;06
12392;06
12557;06
12595;06
12612;06
12619;06
12665;06
12727;06
12731;06
12786;06
12852;06
12866;06
12984;06
13000;06
13005;06
13213;06
13239;06
13305;06
13349;06
13379;06
13384;06
13433;06
13633;06
13638;06
13699;06
13786;06
13804;06
13834;06
13875;06
13947;06
13993;06
14038;06
14086;06
14140;06
14147;06
14188;06
14363;06
14394;06
14621;06
14850;06
14905;06
15046;06
15054;06
15087;06
15508;06
15564;06
15597;06
15616;06
15638;06
15665;06
15689;06
15752;06
15983;06
16023;06
16068;06
16069;06
16179;06
16215;06
